GSM3905407_BCH825_BCH825.P02.A01	GSM3905407_BCH825_BCH825.P02.A03	GSM3905407_BCH825_BCH825.P02.A05	GSM3905407_BCH825_BCH825.P02.A07	GSM3905407_BCH825_BCH825.P02.A08	GSM3905407_BCH825_BCH825.P02.A09	GSM3905407_BCH825_BCH825.P02.A10	GSM3905407_BCH825_BCH825.P02.A11	GSM3905407_BCH825_BCH825.P02.B01	GSM3905407_BCH825_BCH825.P02.B02	GSM3905407_BCH825_BCH825.P02.B03	GSM3905407_BCH825_BCH825.P02.B04	GSM3905407_BCH825_BCH825.P02.B05	GSM3905407_BCH825_BCH825.P02.B06	GSM3905407_BCH825_BCH825.P02.B07	GSM3905407_BCH825_BCH825.P02.B08	GSM3905407_BCH825_BCH825.P02.B11	GSM3905407_BCH825_BCH825.P02.B12	GSM3905407_BCH825_BCH825.P02.C02	GSM3905407_BCH825_BCH825.P02.C03	GSM3905407_BCH825_BCH825.P02.C05	GSM3905407_BCH825_BCH825.P02.C06	GSM3905407_BCH825_BCH825.P02.C09	GSM3905407_BCH825_BCH825.P02.C10	GSM3905407_BCH825_BCH825.P02.C11	GSM3905407_BCH825_BCH825.P02.C12	GSM3905407_BCH825_BCH825.P02.D01	GSM3905407_BCH825_BCH825.P02.D03	GSM3905407_BCH825_BCH825.P02.D04	GSM3905407_BCH825_BCH825.P02.D05	GSM3905407_BCH825_BCH825.P02.D06	GSM3905407_BCH825_BCH825.P02.D07	GSM3905407_BCH825_BCH825.P02.D08	GSM3905407_BCH825_BCH825.P02.D09	GSM3905407_BCH825_BCH825.P02.D10	GSM3905407_BCH825_BCH825.P02.D11	GSM3905407_BCH825_BCH825.P02.D12	GSM3905407_BCH825_BCH825.P02.E01	GSM3905407_BCH825_BCH825.P02.E02	GSM3905407_BCH825_BCH825.P02.E05	GSM3905407_BCH825_BCH825.P02.E06	GSM3905407_BCH825_BCH825.P02.E07	GSM3905407_BCH825_BCH825.P02.E08	GSM3905407_BCH825_BCH825.P02.E09	GSM3905407_BCH825_BCH825.P02.E10	GSM3905407_BCH825_BCH825.P02.E11	GSM3905407_BCH825_BCH825.P02.E12	GSM3905407_BCH825_BCH825.P02.F01	GSM3905407_BCH825_BCH825.P02.F02	GSM3905407_BCH825_BCH825.P02.F03	GSM3905407_BCH825_BCH825.P02.F05	GSM3905407_BCH825_BCH825.P02.F06	GSM3905407_BCH825_BCH825.P02.F07	GSM3905407_BCH825_BCH825.P02.F08	GSM3905407_BCH825_BCH825.P02.F12	GSM3905407_BCH825_BCH825.P02.G01	GSM3905407_BCH825_BCH825.P02.G02	GSM3905407_BCH825_BCH825.P02.G05	GSM3905407_BCH825_BCH825.P02.G06	GSM3905407_BCH825_BCH825.P02.G09	GSM3905407_BCH825_BCH825.P02.G10	GSM3905407_BCH825_BCH825.P02.G11	GSM3905407_BCH825_BCH825.P02.G12	GSM3905407_BCH825_BCH825.P02.H04	GSM3905407_BCH825_BCH825.P02.H08	GSM3905407_BCH825_BCH825.P02.H09	GSM3905407_BCH825_BCH825.P02.H10	GSM3905407_BCH825_BCH825.P02.H12	GSM3905407_BCH825_BCH825.P06.A02	GSM3905407_BCH825_BCH825.P06.A03	GSM3905407_BCH825_BCH825.P06.A04	GSM3905407_BCH825_BCH825.P06.A05	GSM3905407_BCH825_BCH825.P06.A06	GSM3905407_BCH825_BCH825.P06.A07	GSM3905407_BCH825_BCH825.P06.A08	GSM3905407_BCH825_BCH825.P06.A09	GSM3905407_BCH825_BCH825.P06.A10	GSM3905407_BCH825_BCH825.P06.B01	GSM3905407_BCH825_BCH825.P06.B02	GSM3905407_BCH825_BCH825.P06.B03	GSM3905407_BCH825_BCH825.P06.B04	GSM3905407_BCH825_BCH825.P06.B05	GSM3905407_BCH825_BCH825.P06.B06	GSM3905407_BCH825_BCH825.P06.B07	GSM3905407_BCH825_BCH825.P06.B08	GSM3905407_BCH825_BCH825.P06.B09	GSM3905407_BCH825_BCH825.P06.B12	GSM3905407_BCH825_BCH825.P06.C04	GSM3905407_BCH825_BCH825.P06.C05	GSM3905407_BCH825_BCH825.P06.C07	GSM3905407_BCH825_BCH825.P06.C08	GSM3905407_BCH825_BCH825.P06.C09	GSM3905407_BCH825_BCH825.P06.D04	GSM3905407_BCH825_BCH825.P06.D06	GSM3905407_BCH825_BCH825.P06.D07	GSM3905407_BCH825_BCH825.P06.D08	GSM3905407_BCH825_BCH825.P06.D09	GSM3905407_BCH825_BCH825.P06.D12	GSM3905407_BCH825_BCH825.P06.E01	GSM3905407_BCH825_BCH825.P06.E03
SULF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.504	0	0	0	0	4.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN2	4.011	6.765	5.149	7.621	0	5.724	5.829	5.302	6.463	1.852	6.592	6.588	6.285	7.67	6.93	0	6.987	5.374	3.067	5.375	5.159	0	5.949	6.675	7.293	7.509	5.859	7.168	5.711	4.861	7.403	6.404	0	6.543	7.947	6.958	5.893	0	5.042	7.153	4.66	4.758	6	2.897	3.173	4.742	5.794	3.856	6.898	1.491	5.416	7.453	4.693	3.284	7.194	6.015	4.092	5.92	6.217	0	7.156	6.691	5.76	0	4.489	4.96	7.25	7.84	6.57	4.752	5.383	5.109	7.012	0	5.716	5.929	2.219	0	3.358	7.027	5.175	5.198	5.153	4.959	5.353	6.234	5.315	0	6.739	5.968	4.358	6.806	5.051	7.346	1.768	6.257	4.863	6.845	6.815	7.069
TMSB4X	8.779	8.741	9.222	9.242	7.608	9.393	9.779	9.213	8.325	7.74	9.834	9.479	10.063	9.096	9.792	7.773	8.73	9.934	8.148	9.305	10.097	9.771	7.02	9.129	9.827	8.889	9.556	10.116	9.941	10.093	7.891	9.5	9.714	10.116	8.925	9.804	7.545	8.634	8.773	8.671	8.972	8.625	9.322	7	9.212	7.159	10.131	8.794	10.2	8.857	9.291	9.615	10.076	9.299	9.782	10.297	7.781	7.605	9.09	9.075	7.986	8.03	9.728	8.757	7.817	8.645	8.784	10.35	7.712	8.229	8.781	9.62	8.42	7.654	9.576	6.971	9.481	10.061	8.56	9.543	9.274	7.696	8.149	8.375	9.246	10.484	8.307	9.592	8.819	9.069	8.202	9.002	8.996	9.845	9.079	8.441	7.959	9.094	8.898	8.461
HPGD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.243	0	6.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.513	0	0	0	0	0	0	0	0	0	0	0	5.865	4.511	0	0	0	0	0	0	0	0	0	4.53	0	0	0	0	0	0	0	0	0	0	0	0	0	4.431	0	0	0	0	0	0	0	5.805	0	0	0	0	0	0	0	0	0	0	0	0	0	6.264
RSPO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCP4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PITX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPNE6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA4	5.904	5.717	5.377	5.276	8.547	6.751	6.088	6.938	4.402	7.009	4.853	8.633	5.842	0	6.326	1.709	6.131	4.553	4.964	2.835	6.088	0	4.755	5.754	8.015	4.742	5.436	8.252	0	8.161	5.623	6.179	6.961	6.702	4.303	6.87	3.922	6.133	8.152	2.883	6.458	6.959	8.2	5.616	0	7.434	8.1	0	6.596	6.828	7.103	6.763	0	0	0	7.448	0	0	5.32	5.592	5.037	6.122	8.129	0	0	4.201	6.939	9.605	0	6.913	7.786	5.339	7.959	5.626	6.501	8.59	5.25	0	3.878	7.148	5.341	7.915	5.134	4.351	9.887	9.421	5.127	5.896	7.87	7.481	4.338	6.72	4.687	6.846	0	6.767	8.12	7.812	6.236	2.855
CBLN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	4.286	0	0	5.324	0	0	0	6.468	0	0	0	0	0	0	0	5.499	0	0	0	4.589	0	0	0	0	4.601	0	0	5.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.801	0	0	0	0	0	0	0	0	0	0	0	0	5.773	0	0	0	0	6.446	0	0	0	0	6.355	0	0	0	0	0
TNNC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4461	5.114	7.717	0	0	6.431	6.776	0	0	5.612	7.189	6.726	6.933	6.29	7.599	5.63	6.203	7.552	7.347	7.748	6.207	6.43	5.967	0	6.414	6.331	5.975	0	0	6.339	6.017	5.994	0	0	6.534	5.505	6.859	0	5.756	7.19	0	7.197	0	6.861	6.095	7.714	6.774	0	5.887	5.332	5.86	5.537	6.424	5.604	6.524	0	5.638	7.951	7.799	6.107	7.195	7.894	7.173	0	7.402	6.528	0	4.366	6.922	0	6.323	6.92	6.375	5.761	6.613	8.482	7.514	5.982	6.126	0	6.23	6.366	0	0	6.419	8.188	7.847	7.965	0	0	8.339	0	7.639	7.187	0	0	8.624	8.182	0	6.816	0
SSX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEG3	4.295	0	0	5.553	5.017	0	3.806	0	0	0	0	3.948	0	0	1.092	5.652	2.474	0	0	0	0	0	0	0.197	5.991	6.377	7.562	3.453	0	0	0.325	0	0	0	0.22	6.794	0	0.116	0	0	0	7.052	0.277	0.073	0	0	4.636	0	3.708	5.003	0	0	0.252	0	0	5.537	0	0.283	0	0	0	3.857	0	0	0.118	0	2.257	0	0	0	1.934	0.604	0	0	4.578	0	0	0.231	0	3.66	0	0	4.784	4.941	0.643	0	4.006	0	4.932	4.84	0	0.456	1.626	0	0	0	0	0	0	5.802
PYCARD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLGLB2	0	0	0	0	0	0.006	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.01	0	0.001	0	0	0	0	0.001	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FEZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFITM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO3	4.193	6.424	3.817	0	0	6.005	0	0	5.644	7.176	5.521	0	7.882	7.85	2.989	3.555	0	7.25	7.537	0	4.279	5.742	7.14	0	6.323	0	4.78	7.527	7.398	7.636	0	6.725	0	6.431	7.348	4.823	5.034	7.755	6.256	0	7.74	0	6.253	2.945	0	6.085	4.594	6.3	3.482	0	5.636	6.358	0	6.511	0	7.709	6.969	0	5.807	5.137	7.438	7.876	7.321	7.257	4.847	3.638	0	0	0	0	2.155	0	0	2.797	4.316	0	5.224	6.902	4.156	5.019	7.896	5.882	5.085	6.915	5.316	5.6	0	4.341	0	5.157	4.974	6.089	8.522	0	6.547	7.397	8.287	6.419	6.424	4.452
LUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL7	5.418	0	0	5.987	0	0	6.444	4.837	0	0	0	4.921	0	5.591	5.537	0	0	0	0	0	0	0	0	0	0	0	0	5.801	1.769	0	0	0	0	5.856	0	5.272	0	4.753	0	0	0	0	0	0	0	0	4.883	0	5.936	0	0	0	0	0	0	6.648	6.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42	0	0	6.364	0	0	0	0	5.994	0	0	0	0	0	0	0	0	7.207	0	0	0	5.036	0	4.84	6.195	7.425	0	0	7.216
SYNPR	0	0	0	0	0	0	6.209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.568	0	0	0	0	0	0	0	0	0.996	0	0	0	1.226	0	0	0	0	0	0	6.213
TUBB2B	8.252	7.053	7.279	7.089	7.579	6.177	6.277	7.655	7.125	0	6.984	7.964	5.825	8.539	7.707	6.811	8.52	7.858	7.117	8.19	4.439	6.633	7.852	7.537	7.818	7.613	8.751	7.249	7.789	8.427	7.654	6.921	5.991	8.226	7.263	7.737	6.834	6.435	5.919	6.667	0	6.681	7.74	4.053	5.978	7.228	8.267	7.054	7.727	6.228	6.832	8.125	6.648	6.936	7.219	8.012	6.52	7.022	8.079	6.812	7.005	0.957	6.245	7.423	7.128	7.525	9.113	7.36	6.602	4.305	7.406	6.594	7.653	5.142	8.823	7.833	6.971	0	6.632	8.593	7.969	7.911	7.549	7.987	4.58	6.591	8.211	3.75	8.292	7.66	0	8.204	7.006	7.527	4.292	7.209	6.622	8.034	7.21	8.137
APOBEC3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLU	4.494	0	0	2.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0	3.97	0	0	0	0	5.119	0	0	0	0	0	1.089	4.506	0	6.977	0	0	0	0	0	0	2.505	0	0	0	0	0	0	2.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.379	0	0	0	0	1.93	0	0	0	0	0	0	0	0	0	0	0	0	3.716	0	0	0	0	0	0	0
B2M	4.872	7.978	5.062	5.933	0	5.447	0	7.187	2.218	8.839	0	0	0	8.97	5.726	6.86	6.553	0	5.129	0	7.469	5.423	0	0	0	4.792	0	6.754	8.01	7.068	0	5.981	0	5.147	0	6.399	5.943	4.93	6.006	0	0	0	0	6.388	6.789	2.567	5.872	6.156	5.007	0	0	6.848	1.462	8.051	0	5.947	7.055	7.228	0	0	0	8.018	3.495	0	5.94	0	7.554	5.021	6.707	9.129	1.947	7.066	0	5.601	0	7.453	5.481	7.555	6.446	4.372	0	5.563	5.365	0	7.857	8.868	2.938	0	5.775	7.292	7.509	2.277	6.88	0	0	0	7.701	0	6.542	0
CPVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNMB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN4	0	0	0	2.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.283	0	0	0	0	0	0	0	0	0	0	2.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.229	0	0	0	0	3.222	0	0	0	0	0	0	0	0	2.319	0	0	0	0	0	0	0	0	0	0	4.82
NPY1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINLYP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.761	0	0	0	0	0	0	0	0	0	0	0	0	2.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.728	4.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76	3.753	0	0	0	0	0	0	0	0	0	0	0	0	0	3.557	0	0	2.915	0	0	0	0	5.103	0	0
FAM19A4	4.491	0	0	2.536	0	0	3.785	5.302	0	0	0	0	0	0	0	0	0	0	0	3.907	4.851	4.703	0	0	0	0	0	0	0	0	0	0	0	0	1.654	0	0	0	0	0	0	0	0	0	0	0	5.035	0	4.867	0	0	0	0	0	0	4.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.456	0	0	0	0	0	3.032	0	0	0	0	4.082	0	0	0	0	0	0	0
VTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FABP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DFNA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.965	0	0	4.384	0	0	0	0	0	0	0	0	5.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.127	0	0	0	5.215	2.165	0	0	3.699	0	0	0	0	3.227	0	0	0	0	0	0	0	0	0	0	0	0	4.093	0	0	3.481	0	0	0	0
